l_orderkey | l_partkey | l_suppkey | l_linenumber | l_quantity | l_extendedprice | l_discount | l_tax | l_returnflag | l_linestatus | l_shipdate | l_commitdate | l_receiptdate | l_shipinstruct | l_shipmode | l_comment
89666 | 130003 | 4 | 3 | 17 | 17561 | 0.09 | 0.07 | A | F | 1994-12-10 | 1994-11-16 | 1994-12-11 | DELIVER IN PERSON | RAIL | ily final deposits. final
92070 | 150981 | 982 | 1 | 11 | 22351.78 | 0.01 | 0.02 | R | F | 1994-12-10 | 1994-11-09 | 1994-12-14 | NONE | TRUCK | ronic accounts are
92704 | 98390 | 3409 | 4 | 27 | 37486.53 | 0.09 | 0.00 | R | F | 1994-12-10 | 1994-12-22 | 1995-01-09 | TAKE BACK RETURN | AIR | ly even ide
92934 | 151062 | 8608 | 5 | 25 | 27826.5 | 0.09 | 0.05 | R | F | 1994-12-10 | 1995-01-30 | 1995-01-08 | DELIVER IN PERSON | AIR | onic ideas wake furiously fluff
95300 | 115151 | 174 | 4 | 40 | 46646 | 0.01 | 0.08 | A | F | 1994-12-10 | 1994-12-04 | 1994-12-29 | COLLECT COD | MAIL | d dependencies according to
96037 | 69941 | 9942 | 5 | 44 | 84081.36 | 0.05 | 0.02 | R | F | 1994-12-10 | 1994-11-11 | 1994-12-27 | TAKE BACK RETURN | FOB | ajole carefully always regular pinto beans.
100514 | 14799 | 7301 | 3 | 19 | 32562.01 | 0.10 | 0.06 | A | F | 1994-12-10 | 1995-01-24 | 1994-12-12 | TAKE BACK RETURN | REG AIR | lithely ruthless packages: acc
100645 | 20146 | 2649 | 5 | 29 | 30918.06 | 0.00 | 0.04 | R | F | 1994-12-10 | 1994-12-31 | 1995-01-04 | TAKE BACK RETURN | AIR | unusual foxes. packages sleep sly
2816 | 141342 | 1343 | 2 | 4 | 5533.36 | 0.05 | 0.04 | R | F | 1994-12-11 | 1994-12-07 | 1995-01-03 | NONE | FOB | . blithely pending id
3042 | 13664 | 6166 | 3 | 34 | 53640.44 | 0.04 | 0.00 | R | F | 1994-12-11 | 1995-02-03 | 1994-12-21 | TAKE BACK RETURN | TRUCK | can wake after the enticingly stealthy i
6020 | 170166 | 2684 | 5 | 33 | 40793.28 | 0.09 | 0.01 | R | F | 1994-12-11 | 1994-11-06 | 1995-01-09 | DELIVER IN PERSON | FOB | ly across the asymptotes. ironic requests e
11392 | 189062 | 6617 | 2 | 46 | 52948.76 | 0.09 | 0.02 | A | F | 1994-12-11 | 1994-10-15 | 1994-12-25 | TAKE BACK RETURN | SHIP | ggle slyly after the ironic packages. final
11520 | 30859 | 3363 | 1 | 45 | 80543.25 | 0.10 | 0.00 | A | F | 1994-12-11 | 1994-11-03 | 1995-01-08 | NONE | MAIL | aggle. ruthlessly ironic pac
20229 | 158769 | 8770 | 3 | 17 | 31071.92 | 0.05 | 0.08 | A | F | 1994-12-11 | 1994-12-19 | 1994-12-21 | COLLECT COD | REG AIR | y ironic requests s
21635 | 133768 | 1308 | 4 | 3 | 5405.28 | 0.00 | 0.07 | A | F | 1994-12-11 | 1995-02-12 | 1994-12-22 | COLLECT COD | RAIL | nt dependencies. quic
22885 | 51988 | 9504 | 3 | 29 | 56259.42 | 0.02 | 0.05 | R | F | 1994-12-11 | 1995-02-14 | 1994-12-12 | TAKE BACK RETURN | REG AIR |  final accounts-- quickly even de
23136 | 12480 | 4982 | 2 | 11 | 15317.28 | 0.05 | 0.02 | R | F | 1994-12-11 | 1994-11-07 | 1994-12-12 | DELIVER IN PERSON | AIR |  furiously acr
23136 | 166684 | 9201 | 5 | 10 | 17506.8 | 0.05 | 0.05 | A | F | 1994-12-11 | 1994-11-13 | 1994-12-27 | COLLECT COD | RAIL | old dependenci
24321 | 83528 | 8545 | 2 | 38 | 57437.76 | 0.08 | 0.08 | R | F | 1994-12-11 | 1995-01-20 | 1994-12-12 | NONE | MAIL | ccording to the blithely 
24704 | 7820 | 5321 | 1 | 11 | 19006.02 | 0.00 | 0.05 | A | F | 1994-12-11 | 1994-12-06 | 1994-12-21 | NONE | RAIL | ly unusual platelets. pearls na
25831 | 6376 | 3877 | 4 | 49 | 62836.13 | 0.01 | 0.04 | R | F | 1994-12-11 | 1994-12-06 | 1994-12-23 | DELIVER IN PERSON | SHIP | es: slyly even pac
26016 | 159788 | 7334 | 5 | 25 | 46194.5 | 0.05 | 0.04 | A | F | 1994-12-11 | 1994-12-29 | 1994-12-14 | DELIVER IN PERSON | SHIP |  integrate
26146 | 5016 | 5017 | 5 | 21 | 19341.21 | 0.05 | 0.05 | R | F | 1994-12-11 | 1994-12-08 | 1995-01-09 | COLLECT COD | RAIL | ole furiously quickly ironic courts. sly
29062 | 142153 | 7182 | 1 | 10 | 11951.5 | 0.08 | 0.05 | R | F | 1994-12-11 | 1995-01-09 | 1994-12-17 | DELIVER IN PERSON | MAIL | yly even, regular 
30340 | 119823 | 7357 | 1 | 20 | 36856.4 | 0.03 | 0.00 | A | F | 1994-12-11 | 1995-01-23 | 1994-12-12 | COLLECT COD | RAIL | special account
32195 | 151094 | 3610 | 1 | 31 | 35497.79 | 0.00 | 0.05 | R | F | 1994-12-11 | 1995-02-02 | 1994-12-16 | TAKE BACK RETURN | RAIL |  even pinto beans. carefully regul
37924 | 40783 | 5792 | 6 | 19 | 32751.82 | 0.09 | 0.02 | R | F | 1994-12-11 | 1995-01-13 | 1994-12-31 | TAKE BACK RETURN | FOB | yly regular packages wake patterns. 
38818 | 23800 | 3801 | 4 | 49 | 84466.2 | 0.01 | 0.06 | A | F | 1994-12-11 | 1995-02-07 | 1994-12-20 | DELIVER IN PERSON | SHIP | he final ac
40708 | 34205 | 4206 | 5 | 44 | 50124.8 | 0.02 | 0.05 | A | F | 1994-12-11 | 1995-01-09 | 1994-12-25 | COLLECT COD | REG AIR | . blithely even d
41889 | 143052 | 5567 | 3 | 31 | 33946.55 | 0.08 | 0.01 | A | F | 1994-12-11 | 1994-11-22 | 1994-12-29 | COLLECT COD | TRUCK | ar platelets. ironic, final i
43590 | 167742 | 2775 | 3 | 21 | 38004.54 | 0.09 | 0.03 | R | F | 1994-12-11 | 1994-12-05 | 1994-12-16 | TAKE BACK RETURN | FOB | s cajole fluffily. regular, regular package
44775 | 167163 | 2196 | 2 | 8 | 9841.28 | 0.08 | 0.00 | R | F | 1994-12-11 | 1994-11-01 | 1995-01-05 | DELIVER IN PERSON | RAIL |  unusual tithes
46533 | 70830 | 8352 | 2 | 21 | 37817.43 | 0.06 | 0.03 | R | F | 1994-12-11 | 1994-11-14 | 1994-12-20 | NONE | AIR | carefully regular packages
50275 | 29136 | 1639 | 1 | 35 | 37279.55 | 0.10 | 0.04 | R | F | 1994-12-11 | 1995-02-06 | 1994-12-15 | COLLECT COD | TRUCK | le carefully; carefully 
53508 | 62463 | 2464 | 1 | 31 | 44189.26 | 0.07 | 0.00 | R | F | 1994-12-11 | 1995-01-26 | 1994-12-28 | DELIVER IN PERSON | AIR | carefully blithely even
59238 | 3829 | 8830 | 2 | 8 | 13862.56 | 0.05 | 0.01 | R | F | 1994-12-11 | 1994-10-27 | 1995-01-05 | TAKE BACK RETURN | FOB | nusual packag
63746 | 122194 | 7219 | 7 | 38 | 46215.22 | 0.10 | 0.08 | R | F | 1994-12-11 | 1994-11-11 | 1995-01-06 | TAKE BACK RETURN | AIR | carefully final forg
70950 | 163427 | 8460 | 1 | 40 | 59616.8 | 0.02 | 0.06 | R | F | 1994-12-11 | 1995-01-08 | 1995-01-10 | DELIVER IN PERSON | SHIP | le slyly packages
75296 | 39706 | 9707 | 5 | 31 | 51016.7 | 0.07 | 0.06 | R | F | 1994-12-11 | 1994-11-30 | 1994-12-17 | DELIVER IN PERSON | TRUCK | al ideas alo
77057 | 184771 | 2326 | 1 | 19 | 35259.63 | 0.04 | 0.01 | R | F | 1994-12-11 | 1994-12-29 | 1995-01-06 | TAKE BACK RETURN | FOB | avely even accounts
78368 | 70733 | 734 | 5 | 12 | 20444.76 | 0.04 | 0.08 | A | F | 1994-12-11 | 1994-09-19 | 1994-12-14 | COLLECT COD | RAIL | quickly slyly ironic accounts. ironic, reg
79556 | 163651 | 6168 | 2 | 33 | 56583.45 | 0.00 | 0.05 | A | F | 1994-12-11 | 1994-10-13 | 1994-12-24 | TAKE BACK RETURN | FOB | ctions doze 
80133 | 31314 | 1315 | 2 | 24 | 29887.44 | 0.01 | 0.08 | R | F | 1994-12-11 | 1994-12-04 | 1994-12-12 | DELIVER IN PERSON | RAIL |  are never bli
82307 | 186129 | 8648 | 4 | 4 | 4860.48 | 0.08 | 0.06 | A | F | 1994-12-11 | 1994-11-20 | 1995-01-05 | TAKE BACK RETURN | SHIP |  about the pearls. blith
87012 | 158668 | 8669 | 4 | 31 | 53526.46 | 0.01 | 0.08 | R | F | 1994-12-11 | 1994-12-08 | 1995-01-03 | COLLECT COD | TRUCK | ickly silent accounts. fluffily
87941 | 107303 | 2324 | 4 | 3 | 3930.9 | 0.00 | 0.08 | A | F | 1994-12-11 | 1995-01-14 | 1994-12-30 | NONE | TRUCK | ar, special acc
90822 | 22800 | 5303 | 2 | 32 | 55129.6 | 0.09 | 0.02 | R | F | 1994-12-11 | 1994-11-13 | 1994-12-17 | NONE | REG AIR | s, ironic accounts; quietly bold accounts
93925 | 70327 | 2835 | 2 | 20 | 25946.4 | 0.01 | 0.07 | R | F | 1994-12-11 | 1994-11-09 | 1995-01-06 | DELIVER IN PERSON | TRUCK |  regular foxes unwind about the quietly ex
96551 | 166390 | 3939 | 4 | 15 | 21845.85 | 0.02 | 0.01 | A | F | 1994-12-11 | 1994-10-30 | 1994-12-16 | TAKE BACK RETURN | MAIL | nts at the fluffily bol
98247 | 119757 | 7291 | 2 | 43 | 76400.25 | 0.08 | 0.03 | A | F | 1994-12-11 | 1994-12-21 | 1994-12-31 | NONE | FOB | uffily even, bold t
2528 | 195 | 196 | 1 | 10 | 10951.9 | 0.02 | 0.03 | R | F | 1994-12-12 | 1994-12-29 | 1994-12-28 | COLLECT COD | REG AIR | ely. fluffily even re
2816 | 120406 | 2919 | 3 | 4 | 5705.6 | 0.02 | 0.06 | R | F | 1994-12-12 | 1994-12-05 | 1994-12-30 | NONE | RAIL |  requests print above the final deposits
3492 | 21118 | 3621 | 6 | 47 | 48838.17 | 0.04 | 0.07 | R | F | 1994-12-12 | 1995-01-18 | 1994-12-26 | COLLECT COD | RAIL | ronic instructions u
7361 | 169507 | 4540 | 3 | 25 | 39412.5 | 0.10 | 0.06 | R | F | 1994-12-12 | 1994-11-16 | 1994-12-14 | COLLECT COD | FOB | carefully final accounts ca
7778 | 121895 | 4408 | 3 | 16 | 30670.24 | 0.04 | 0.05 | R | F | 1994-12-12 | 1995-01-17 | 1994-12-26 | NONE | AIR | y even packages. carefully slow depos
8164 | 172252 | 7287 | 4 | 34 | 45024.5 | 0.00 | 0.05 | R | F | 1994-12-12 | 1994-10-23 | 1995-01-05 | DELIVER IN PERSON | SHIP | ess, regular ideas haggle carefully a
10562 | 164233 | 9266 | 2 | 37 | 47997.51 | 0.05 | 0.04 | R | F | 1994-12-12 | 1995-01-07 | 1994-12-24 | NONE | RAIL | regular pinto beans
14055 | 37516 | 20 | 2 | 1 | 1453.51 | 0.02 | 0.04 | A | F | 1994-12-12 | 1994-11-17 | 1994-12-17 | DELIVER IN PERSON | SHIP | the carefull
20390 | 76910 | 4432 | 1 | 16 | 30190.56 | 0.03 | 0.02 | A | F | 1994-12-12 | 1994-11-21 | 1994-12-22 | TAKE BACK RETURN | AIR | es snooze quickly 
20390 | 80468 | 469 | 3 | 10 | 14484.6 | 0.05 | 0.04 | R | F | 1994-12-12 | 1994-10-12 | 1994-12-25 | TAKE BACK RETURN | TRUCK | blithely around the unusual, unusual accou
21445 | 25643 | 648 | 4 | 50 | 78432 | 0.02 | 0.02 | R | F | 1994-12-12 | 1994-12-20 | 1994-12-15 | NONE | AIR | ove the accounts. ir
24321 | 37403 | 2410 | 5 | 44 | 58977.6 | 0.09 | 0.01 | A | F | 1994-12-12 | 1995-01-21 | 1994-12-23 | DELIVER IN PERSON | AIR | the ideas. regular packages nag fluffily fu
33732 | 117407 | 2430 | 1 | 31 | 44156.4 | 0.08 | 0.08 | R | F | 1994-12-12 | 1994-11-08 | 1994-12-26 | COLLECT COD | RAIL | ously final foxes. stealt
38564 | 134975 | 4976 | 3 | 20 | 40199.4 | 0.08 | 0.00 | R | F | 1994-12-12 | 1995-01-11 | 1994-12-17 | COLLECT COD | RAIL |  the blithely special deposit
39360 | 175257 | 5258 | 6 | 44 | 58619 | 0.02 | 0.00 | R | F | 1994-12-12 | 1995-01-05 | 1994-12-18 | NONE | MAIL | uld wake quickly. fluffily stealthy wa
40708 | 70949 | 5964 | 7 | 40 | 76797.6 | 0.01 | 0.07 | A | F | 1994-12-12 | 1994-12-23 | 1994-12-17 | COLLECT COD | SHIP | lyly final in
41764 | 41129 | 6138 | 6 | 28 | 29963.36 | 0.07 | 0.01 | R | F | 1994-12-12 | 1994-12-07 | 1994-12-26 | NONE | REG AIR | requests. never
42342 | 180297 | 5334 | 1 | 40 | 55091.6 | 0.03 | 0.03 | R | F | 1994-12-12 | 1994-11-22 | 1994-12-20 | DELIVER IN PERSON | REG AIR | old, special theodolites
48098 | 177825 | 2860 | 2 | 45 | 85626.9 | 0.05 | 0.00 | A | F | 1994-12-12 | 1994-10-18 | 1994-12-31 | TAKE BACK RETURN | FOB | ravely regular requests. regu
49735 | 96843 | 9353 | 3 | 8 | 14718.72 | 0.06 | 0.01 | R | F | 1994-12-12 | 1994-11-21 | 1995-01-02 | DELIVER IN PERSON | RAIL | inal foxes accord
54114 | 1889 | 6890 | 2 | 44 | 78798.72 | 0.08 | 0.08 | A | F | 1994-12-12 | 1994-12-18 | 1995-01-08 | TAKE BACK RETURN | TRUCK |  accounts. bold, silent instructions amon
56064 | 150390 | 5421 | 2 | 22 | 31688.58 | 0.06 | 0.08 | A | F | 1994-12-12 | 1995-01-28 | 1994-12-22 | COLLECT COD | TRUCK | special excuses cajole against the ironic, 
56706 | 45222 | 5223 | 6 | 10 | 11672.2 | 0.09 | 0.00 | A | F | 1994-12-12 | 1995-01-11 | 1994-12-28 | DELIVER IN PERSON | REG AIR | nal deposits
63332 | 180126 | 7681 | 1 | 39 | 47038.68 | 0.03 | 0.04 | A | F | 1994-12-12 | 1994-11-29 | 1995-01-11 | TAKE BACK RETURN | RAIL | the furiously regular deposits. u
63814 | 47483 | 7484 | 1 | 3 | 4291.44 | 0.07 | 0.04 | A | F | 1994-12-12 | 1995-01-28 | 1995-01-05 | TAKE BACK RETURN | REG AIR | kages cajole asympt
69382 | 22285 | 2286 | 2 | 38 | 45876.64 | 0.08 | 0.07 | R | F | 1994-12-12 | 1994-11-06 | 1994-12-22 | TAKE BACK RETURN | RAIL | lithely fluffily si
70503 | 111726 | 1727 | 7 | 20 | 34754.4 | 0.01 | 0.02 | A | F | 1994-12-12 | 1994-10-14 | 1995-01-09 | DELIVER IN PERSON | SHIP | yly even requests wake. packages wake af
78694 | 102947 | 5458 | 1 | 22 | 42898.68 | 0.09 | 0.08 | A | F | 1994-12-12 | 1994-12-26 | 1994-12-22 | TAKE BACK RETURN | TRUCK | mptotes wake c
79200 | 131830 | 6857 | 1 | 7 | 13032.81 | 0.09 | 0.03 | R | F | 1994-12-12 | 1994-12-07 | 1994-12-17 | TAKE BACK RETURN | SHIP | ording to the platelets. slyly re
82117 | 156997 | 6998 | 3 | 18 | 36971.82 | 0.09 | 0.06 | A | F | 1994-12-12 | 1994-11-04 | 1994-12-17 | DELIVER IN PERSON | REG AIR | ronic, ironic t
82721 | 95457 | 2985 | 6 | 20 | 29049 | 0.00 | 0.00 | R | F | 1994-12-12 | 1994-11-03 | 1995-01-04 | TAKE BACK RETURN | AIR | nic deposits. quickly even instructions 
83013 | 151242 | 3758 | 6 | 28 | 36210.72 | 0.09 | 0.06 | R | F | 1994-12-12 | 1994-12-25 | 1994-12-27 | COLLECT COD | AIR | es haggle slyly. quic
84167 | 133255 | 3256 | 1 | 23 | 29629.75 | 0.06 | 0.03 | A | F | 1994-12-12 | 1994-11-18 | 1995-01-04 | COLLECT COD | RAIL | s. carefully final theodolites haggle alo
84997 | 136023 | 1050 | 3 | 16 | 16944.32 | 0.02 | 0.07 | R | F | 1994-12-12 | 1995-01-14 | 1994-12-17 | DELIVER IN PERSON | AIR | into beans haggle alongside of the 
93344 | 168959 | 3992 | 7 | 12 | 24335.4 | 0.06 | 0.05 | R | F | 1994-12-12 | 1994-10-30 | 1994-12-17 | COLLECT COD | TRUCK | lites. quickly regular account
93889 | 4918 | 7419 | 4 | 21 | 38281.11 | 0.09 | 0.02 | R | F | 1994-12-12 | 1994-10-30 | 1994-12-31 | COLLECT COD | RAIL | dolites. fluffily ironic pa
94880 | 122672 | 7697 | 1 | 7 | 11862.69 | 0.07 | 0.01 | A | F | 1994-12-12 | 1994-12-02 | 1994-12-31 | TAKE BACK RETURN | MAIL | tly final platelets; requests sle
95586 | 137783 | 5323 | 2 | 36 | 65548.08 | 0.06 | 0.00 | R | F | 1994-12-12 | 1995-01-24 | 1995-01-05 | COLLECT COD | MAIL | ecial packages wake above the 
101415 | 31775 | 6782 | 1 | 37 | 63150.49 | 0.04 | 0.07 | A | F | 1994-12-12 | 1995-01-02 | 1994-12-14 | COLLECT COD | RAIL | s sentiments are: even, 
3395 | 42169 | 2170 | 3 | 43 | 47779.88 | 0.06 | 0.07 | A | F | 1994-12-13 | 1995-01-07 | 1994-12-14 | COLLECT COD | AIR | ckages above the furiously regu
3585 | 93452 | 8471 | 6 | 7 | 10118.15 | 0.10 | 0.02 | A | F | 1994-12-13 | 1995-01-20 | 1995-01-05 | TAKE BACK RETURN | TRUCK | dependencies sleep un
5728 | 43599 | 6104 | 1 | 47 | 72501.73 | 0.10 | 0.05 | A | F | 1994-12-13 | 1995-01-25 | 1994-12-25 | TAKE BACK RETURN | MAIL | nd the bravely final deposits. final ideas
6243 | 9438 | 4439 | 2 | 47 | 63329.21 | 0.09 | 0.07 | R | F | 1994-12-13 | 1994-12-16 | 1995-01-07 | DELIVER IN PERSON | FOB | final, ironic packag
8162 | 177975 | 493 | 3 | 8 | 16423.76 | 0.10 | 0.06 | A | F | 1994-12-13 | 1994-12-31 | 1994-12-28 | COLLECT COD | SHIP | unts detect abov
10082 | 20056 | 7563 | 1 | 48 | 46850.4 | 0.05 | 0.00 | R | F | 1994-12-13 | 1994-11-10 | 1994-12-25 | TAKE BACK RETURN | FOB | telets. ironic requests hagg
15904 | 153262 | 808 | 5 | 48 | 63132.48 | 0.04 | 0.08 | A | F | 1994-12-13 | 1995-01-14 | 1995-01-12 | TAKE BACK RETURN | SHIP | sly special theodolites sleep slyly f
16933 | 152765 | 2766 | 1 | 15 | 27266.4 | 0.01 | 0.03 | R | F | 1994-12-13 | 1994-12-13 | 1995-01-01 | COLLECT COD | FOB | ts across the dependenc
20128 | 180344 | 5381 | 1 | 6 | 8546.04 | 0.05 | 0.08 | A | F | 1994-12-13 | 1994-11-02 | 1995-01-10 | DELIVER IN PERSON | REG AIR | dolites. f
23105 | 63419 | 938 | 4 | 13 | 17971.33 | 0.00 | 0.08 | A | F | 1994-12-13 | 1994-12-01 | 1994-12-18 | DELIVER IN PERSON | SHIP | y across the requests. slyly
27168 | 31985 | 6992 | 1 | 37 | 70928.26 | 0.10 | 0.05 | R | F | 1994-12-13 | 1994-12-11 | 1994-12-26 | NONE | FOB | refully regular theodolites. excuses thra
27168 | 78522 | 8523 | 6 | 9 | 13504.68 | 0.07 | 0.08 | A | F | 1994-12-13 | 1994-11-29 | 1994-12-20 | NONE | FOB |  blithely special foxes. i
31333 | 92639 | 7658 | 2 | 11 | 17947.93 | 0.07 | 0.07 | A | F | 1994-12-13 | 1995-01-07 | 1995-01-10 | TAKE BACK RETURN | SHIP | y special deposits boo
31873 | 77328 | 7329 | 5 | 18 | 23495.76 | 0.01 | 0.06 | R | F | 1994-12-13 | 1995-01-15 | 1995-01-03 | DELIVER IN PERSON | SHIP | sits across the ironic foxes in
39844 | 54404 | 1920 | 1 | 50 | 67920 | 0.01 | 0.04 | R | F | 1994-12-13 | 1995-02-27 | 1995-01-08 | COLLECT COD | FOB | t blithely alongside of the express, regul
40160 | 139393 | 6933 | 1 | 32 | 45836.48 | 0.01 | 0.06 | R | F | 1994-12-13 | 1995-01-08 | 1994-12-24 | DELIVER IN PERSON | REG AIR | inal packages affix fluffily along the f
41825 | 73702 | 1224 | 4 | 18 | 30162.6 | 0.01 | 0.05 | R | F | 1994-12-13 | 1994-10-27 | 1994-12-16 | COLLECT COD | MAIL | equests. ironic requests sl
46721 | 62579 | 5086 | 3 | 30 | 46247.1 | 0.03 | 0.03 | R | F | 1994-12-13 | 1994-10-20 | 1995-01-12 | TAKE BACK RETURN | SHIP | bout the ironic instruction
49441 | 155833 | 5834 | 1 | 4 | 7555.32 | 0.00 | 0.02 | A | F | 1994-12-13 | 1994-11-12 | 1994-12-28 | COLLECT COD | RAIL |  unusual dependencies. final accoun
50081 | 192370 | 9928 | 4 | 32 | 46795.84 | 0.04 | 0.08 | R | F | 1994-12-13 | 1995-01-24 | 1995-01-08 | COLLECT COD | FOB | c deposits detect over the 
50342 | 72191 | 2192 | 1 | 2 | 2326.38 | 0.00 | 0.06 | A | F | 1994-12-13 | 1994-12-07 | 1994-12-24 | DELIVER IN PERSON | TRUCK | onic asymptotes use fluffi
51367 | 118240 | 5774 | 2 | 44 | 55362.56 | 0.04 | 0.03 | R | F | 1994-12-13 | 1995-01-22 | 1994-12-25 | COLLECT COD | MAIL | arefully regular
51591 | 115949 | 8461 | 4 | 11 | 21614.34 | 0.09 | 0.06 | R | F | 1994-12-13 | 1994-12-19 | 1995-01-02 | NONE | AIR | packages must have to boost 
51619 | 14618 | 7120 | 3 | 2 | 3065.22 | 0.03 | 0.07 | A | F | 1994-12-13 | 1994-11-13 | 1995-01-08 | DELIVER IN PERSON | MAIL | furiously fluffily special platele
54819 | 184380 | 9417 | 1 | 11 | 16108.18 | 0.03 | 0.04 | R | F | 1994-12-13 | 1994-12-06 | 1994-12-30 | DELIVER IN PERSON | FOB | ress deposits: furiously unusual idea
57248 | 25705 | 3212 | 1 | 26 | 42398.2 | 0.03 | 0.02 | R | F | 1994-12-13 | 1995-01-10 | 1995-01-05 | DELIVER IN PERSON | TRUCK | usly final theodolites wake. blithely
57542 | 164926 | 4927 | 3 | 40 | 79636.8 | 0.00 | 0.05 | R | F | 1994-12-13 | 1994-11-20 | 1995-01-02 | NONE | SHIP | ns. regular, i
59591 | 187654 | 5209 | 2 | 18 | 31349.7 | 0.01 | 0.07 | A | F | 1994-12-13 | 1994-11-27 | 1995-01-04 | TAKE BACK RETURN | REG AIR | unts print alo
60453 | 156261 | 8777 | 2 | 42 | 55324.92 | 0.00 | 0.01 | A | F | 1994-12-13 | 1994-11-05 | 1994-12-21 | DELIVER IN PERSON | REG AIR | deas. carefully regular foxes slee
66051 | 189882 | 7437 | 4 | 24 | 47325.12 | 0.03 | 0.01 | A | F | 1994-12-13 | 1995-01-31 | 1994-12-30 | DELIVER IN PERSON | AIR | ly pending excuse
70503 | 109057 | 9058 | 6 | 39 | 41575.95 | 0.09 | 0.05 | R | F | 1994-12-13 | 1994-11-24 | 1995-01-01 | DELIVER IN PERSON | REG AIR | excuses. ironic pinto beans daz
72418 | 72874 | 5382 | 1 | 41 | 75721.67 | 0.01 | 0.08 | R | F | 1994-12-13 | 1995-01-06 | 1994-12-17 | NONE | REG AIR | y. blithely ironic ideas after the blithel
72452 | 147346 | 7347 | 3 | 42 | 58520.28 | 0.03 | 0.05 | A | F | 1994-12-13 | 1994-11-09 | 1994-12-16 | NONE | SHIP | gular pinto beans han
75302 | 9812 | 9813 | 2 | 10 | 17218.1 | 0.03 | 0.06 | A | F | 1994-12-13 | 1994-11-06 | 1994-12-19 | TAKE BACK RETURN | TRUCK | accounts nag fluffily bold instructions.
76612 | 75253 | 268 | 3 | 35 | 42988.75 | 0.10 | 0.00 | A | F | 1994-12-13 | 1994-12-26 | 1994-12-19 | NONE | SHIP | y furiously bold gr
77031 | 6116 | 3617 | 6 | 34 | 34751.74 | 0.07 | 0.08 | A | F | 1994-12-13 | 1994-11-02 | 1994-12-17 | DELIVER IN PERSON | REG AIR | y unusual 
77152 | 145910 | 939 | 4 | 41 | 80192.31 | 0.05 | 0.07 | R | F | 1994-12-13 | 1994-09-26 | 1994-12-17 | DELIVER IN PERSON | RAIL | eposits alongside of
80068 | 137034 | 7035 | 1 | 26 | 27846.78 | 0.10 | 0.06 | R | F | 1994-12-13 | 1994-12-13 | 1994-12-19 | NONE | REG AIR | ess deposits. 
80705 | 192618 | 5138 | 1 | 2 | 3421.22 | 0.03 | 0.05 | A | F | 1994-12-13 | 1995-01-02 | 1994-12-23 | NONE | FOB | g, furious reques
83683 | 76402 | 1417 | 2 | 46 | 63406.4 | 0.02 | 0.07 | R | F | 1994-12-13 | 1994-12-03 | 1995-01-11 | DELIVER IN PERSON | MAIL | ely express requests alongs
86370 | 152514 | 5030 | 4 | 46 | 72059.46 | 0.09 | 0.01 | R | F | 1994-12-13 | 1995-01-20 | 1994-12-15 | COLLECT COD | RAIL |  players. dolp
88036 | 38877 | 8878 | 2 | 24 | 43580.88 | 0.03 | 0.02 | A | F | 1994-12-13 | 1995-01-14 | 1994-12-31 | DELIVER IN PERSON | SHIP | the furiously
91810 | 13048 | 8051 | 2 | 16 | 15376.64 | 0.05 | 0.06 | R | F | 1994-12-13 | 1994-10-23 | 1994-12-15 | TAKE BACK RETURN | TRUCK | regular foxes. fluffily special d
96228 | 25465 | 470 | 4 | 7 | 9733.22 | 0.02 | 0.02 | R | F | 1994-12-13 | 1994-12-20 | 1994-12-19 | NONE | FOB | pecial packages across t
97127 | 160642 | 5675 | 2 | 48 | 81726.72 | 0.06 | 0.08 | R | F | 1994-12-13 | 1994-12-06 | 1995-01-05 | DELIVER IN PERSON | TRUCK |  final instructions. quickly re
3585 | 47911 | 2920 | 4 | 33 | 61344.03 | 0.08 | 0.08 | A | F | 1994-12-14 | 1995-01-19 | 1994-12-22 | NONE | RAIL | ironic dependencies serve furi
6246 | 38390 | 8391 | 4 | 39 | 51807.21 | 0.02 | 0.04 | R | F | 1994-12-14 | 1994-12-24 | 1994-12-24 | COLLECT COD | REG AIR |  theodolites affix furiously according to t
10884 | 127911 | 424 | 7 | 46 | 89189.86 | 0.09 | 0.03 | A | F | 1994-12-14 | 1995-01-16 | 1994-12-23 | COLLECT COD | FOB | ssly furiously ironic dep
14336 | 131317 | 3831 | 3 | 23 | 31011.13 | 0.02 | 0.07 | A | F | 1994-12-14 | 1995-02-08 | 1995-01-04 | DELIVER IN PERSON | REG AIR | lithely carefully fina
17124 | 110173 | 5196 | 1 | 33 | 39044.61 | 0.03 | 0.04 | A | F | 1994-12-14 | 1995-01-19 | 1995-01-10 | TAKE BACK RETURN | SHIP | gular, ironic requests along the wa
19429 | 126134 | 1159 | 4 | 29 | 33643.77 | 0.05 | 0.08 | R | F | 1994-12-14 | 1994-09-24 | 1995-01-05 | DELIVER IN PERSON | RAIL | deposits. requests are fluffily slyl
21922 | 47018 | 2027 | 1 | 27 | 26055.27 | 0.09 | 0.01 | R | F | 1994-12-14 | 1994-12-28 | 1995-01-13 | COLLECT COD | MAIL | ent requests will haggle. quickly 
28259 | 69797 | 4810 | 5 | 41 | 72438.39 | 0.02 | 0.01 | R | F | 1994-12-14 | 1994-12-19 | 1994-12-21 | NONE | AIR | ? final, even dependencies wake. blith
